comments,stars
抱着沈腾必看的心态买的票 看完要夸奖第一次做导演的贾玲 贾玲第一次当导演还真的给出了新东西 完全超出预期 前一半小时好笑 后半小时好哭 而这最后半小时真的就是谁看谁破防 一开始确实挺意外 但回头想想 贾玲还是铺垫了很多细节的 从这点上看 贾玲就不单单只是翻拍一个小品这么简单 在剧本上还是下足了功夫的 贾玲最后几场的表演能看出她完全掩盖不住的真情实感 春节档带爸妈去看 绝对好看 ,2
最感动的 不是我对你做的事 而是我对你做的事 你都明了 ,2
如果结局不反转 这电影真的就是小品的延长版 撑死三星 但是它反转了 反转得还不错 哭死我了 四星好评 ,2
在某部自以为是地讨好观众贺岁片的对比下 显得情感尤为真挚,2
年度最佳电影 我并不想为了体现自己严格 有水平 就强行扣一星打四星 这电影不打五星 对不起我自己的良心,2
其实故事本身略俗套 但胜在有真情实感,2
口罩都给我哭湿了 ,2
打我有记忆起 妈妈就是个中年妇女的样子 所以我总忘记 妈妈曾经也是个花季少女 ,2
新年里 全中国那么多人陪贾玲缅怀她妈妈 她妈妈在天上应该能很开心了 也愿天下父母都能健康长寿 ,2
 你好 李焕英 其实我是做好心理准备了的 我知道它要讲一个什么故事 我一直警惕着 抵抗着 可是到母亲义无反顾还是选择了跟父亲在一起 选择生下 健康快乐就好 的女儿时 我眼泪就控制不住 到后半程我的情绪跟贾玲的演技一样 是全线崩溃的  庆幸一个人看的 戴着口罩 谁也看不到我狼狈的样子  在影院的一个多小时 想了很多很多 大约妈妈也是看不到我现在的一切吧  她变成了少女 ,2
其实一开头假证暴露妈妈却一点都没有责怪晓玲 妈妈的自行车载着晓玲这里我就哭死了 对这种无条件的爱和信任泪点很低 ,2
知道妈妈也穿越回去的时候 脑子里只是反复闪过她攥着被撕成两片的结婚证说 你怎么就不相信我觉得我这辈子就是很幸福呢  原来这句话不是23岁的英子说给19岁的晓玲听的 是43岁的英子说给自己女儿听的 我妈也是这样 一直把健康快乐放在嘴边 我多幸运啊 我是我妈妈的女儿 ,2
被贾玲的真诚打动了 如此真挚的情感令人觉得温暖舒心 非常适合带全家老小一起观看 每个年龄段都能找到属于自己的感动 尤其是既做了妈妈 也同为女儿的人会更有感触吧 第一次做导演的贾玲用最简单真诚的态度为我们带来这部电影 也是想告诉每个观众 珍惜亲人还在身边的日子 不要让她所经历过的 洗欲养而亲不待 这种悲伤发生在我们的身上 ,2
从前有个女儿 为了让妈妈长脸 宁可让别人家的孩子代替自己的位置 结果呢 妈妈从一开始就知道她的小心思了 默默地陪她玩这个游戏 因为 妈妈只想要女儿健康快乐 ,2
将亲身经历拍成电影易出现的问题 过于专注自我角度 自我感情的泛滥  我以为女儿见到年轻的母亲 会帮助她实现年轻时的梦想 弥补过往的缺憾 但只是帮她买电视 帮她过上好生活 恋爱嫁人 与其说这是弥补母亲的遗憾 不如说是贾玲自己的遗憾  母亲回到年轻的时候 却只关心女儿 她不怀念自己的青春吗 她的暗恋失恋 梦想 朋友 迷茫 她自己的母亲  这究竟是一个只有儿女失去自我的母亲 还是贾玲对母亲的不了解   不了解母亲的过去 没有想和年轻的母亲聊天 以了解她 贾玲的眼里的母亲眼里只有她   一个女儿臆想出来的眼里只有女儿的母亲 一个认为自己令母亲失望的女儿的自我救赎 这只是女儿难以释怀的梦   恋爱情节出现的太早 情节太多 况且沈光林只是个无关的人 只是表达女儿愿为母亲牺牲 这是女儿对母亲单恋的情书  ,2
比预想中好太多 架构铺排疏密有致 节奏把握也特别棒 结尾戛然而止好评 既没有脱离现实 迁就春节档给happy ending 也没因悲剧结尾 而脱离全片氛围 看过贾玲几次采访 她都提到母亲的骤然离世对她是过不去的坎儿 这里头有女儿对母亲来不及说出口的爱 也有想为这人生巨大遗憾做些什么 好为这段母女之情画下一个标点以慰母亲与自己 从知道她要拍这部电影开始 我就有上述这种感觉 影片上映 作品不俗 我虽不认识她 但由衷为她高兴 无论从故事本身还是商业角度来说 影片的表现都非常优秀 悲剧内核 喜剧做皮很容易生硬做作滥情 但贾玲和团队非常完美避开了大部分此类国产类型片很难逃过的大坑 也很正常 这就应该是现在国内顶尖喜剧团队之一应有的水平 搞笑太自然 水到渠成 真心希望这样自然流畅的喜剧片多一点再多一点 ,2
笑点密集 女导演和女演员证明了喜剧不低俗也可以很有趣 真情动人 明知命运结局已定还要义无反顾地奔赴 可能这就是妈妈的爱 ,2
春节档第一部 十分惊喜 喜剧桥段拿捏精准到位 不是为了搞笑而搞笑 而是水到渠成 自然而然 整体风格搞笑幽默诙谐有趣 逗乐不停 当然 喜剧只是外表包装 内核依然是个温情走心的母女情深故事 笑点与泪水齐飞 在很多我们不曾留意的角落 都隐藏着母亲无穷尽的呵护和关爱 尤其最后的反转更让人动容 ,2
 我把我的心掏出来给你们看   贾玲 ,2
本来看了一大半都只想打四星来着 但是谁能不被最后半小时的母女打动呢 愿所有妈妈都健康平安 愿越来越多女导演和女演员能够打破现在所谓三四十岁的女性只能演母辈这一行业怪状 她们都值得更好的 ,2
座中泣下谁最多 江州司马青衫湿,2
李焕英看晓玲的每一个眼神都太好哭了,2
多久没在屏幕上看到没有大浓妆的脸了,2
哭得稀里哗啦 男朋友在一边无动于衷 好吧 这是拍给女儿和妈妈看的电影 ,2
我来你高兴么 我高兴啊 ,2
什么是打动人的好故事 贾玲做了一个很好的示范 故事本身永远大于技巧 ,2
 请回答1988 里的一段话 听说神不能无处不在 所以创造了妈妈 妈妈这个词 只是叫一叫 也触动心弦 ,2
故事其实只能算是合格  姑且算个电影 的程度 当然春节档还有不算电影的  但是视角太难得了 社会发展到现在 我们是应该有一部以母亲或者说以女性为主的现象级电影了 何况 它还那么真诚 结尾确实好哭 很狡猾了 这么写没什么人能不哭吧 就像对大部分人来说 你妈确实是真的爱你 ,2
最后的那段反转是真的戳人 原来李焕英一直都知道 妈妈一直都知道  其实电影很能让人带入 我也知道母亲都是伟大的 但是生活中还是难免有冲突和矛盾 这部电影对母女之间温情的A面描写得很好了 有笑点有泪点 笑点的梗都很能让我真心地发笑 泪点也不是生硬的 贾玲一直都在真情实感 看得人好想上去给她个拥抱  母亲很伟大 她很爱我我也很爱她 但是我也希望我们之间多点理解 把问题都解决了 而不是一边争吵一边自我感动 这样太割裂了 问题也解决不了 温情下的问题冲突总得要有人提出 有人解决 ,2
贾玲是有天赋的 角色选的也很绝 包括年轻和中年李欢迎 还有爸爸 最令人感动的是表演的那一场戏 从来没有一部电影是两位女性在这么浪漫的镜头里 互相心里只有对方 灿烂笑容和眼中的点点星光 她们只和对方共享 ,2
贾玲牛逼 陈思诚去死,2
笑也笑了 哭也哭了 里面还是有很多共鸣 比如 妈妈瞒着女儿偷偷退了车票 走路回去 应该是我妈会做的事 女儿考上了艺校 母女一起欢喜 想起了当年 我收到美院录取通知书时 在家里四处蹦跳 不过 个人反而觉得后半部那个 反转 反而没啥必要 全片不时回响的儿童歌谣总让我想到 被嫌弃的松子的一生  最感动我的是母女一起吃饭时 贾玲说 你应该嫁给更好的人 你的女儿会被送去读UCLA   而妈妈却说  我的女儿不需要这样 她健康快乐就好   这也是我妈妈经常对我说的话 她总是说 只要你健康 快乐就好 我觉得这是母亲对子女最好的寄语 而不是希望你成为XXX ,2
如果你看过 信条  你就会明白这部电影不应该是4星 而是5星 当你在结尾知道了 配角 的隐情之后 再从头以配角视角去看整部电影 你才能明白他 她每一句台词 每一个抉择 都是在告别啊 ,2
贾玲是动了真感情了 感人毫不费力 蕴含了80后对自己50后父母辈的歉意 感激以及遗憾 还有对80年代的怀念 笑点 泪点转化节奏很好 表演和情节上 也许感情更克制一些会更好 但是谁又能苛求在自己母亲面前克制住感情呢 非常出色的喜剧影片 ,2
最后二十分钟神来之笔 我和贾玲一起边笑边哭 ,2
贾玲哭的我真的心疼 她是真想她妈妈啊 结局不错 整个电影上了个档次 立意就不同了,2
大家有多喜欢贾玲 就有多喜欢这电影  今天大年初一带我妈一起看的 不出所料很多人笑着笑着就哭了 我是看到最后一秒的敞篷儿车泪崩的 我妈说这片子老少皆宜呀 勾起了她很多年轻时的回忆 谢谢贾玲 让我妈好开心 ,2
每一帧都写满了真诚 绝大部分笑料停留在春晚级别 基础的预期违背以及偶尔的body shame和屎尿屁 最高级的算是二人转舞台的沉默 沾了点时代性差异和人文气息 我最喜欢的包袱是王小利宋晓峰的内部梗 整体观感如友邻言 看情感力量的冲击是否大到让你主动忽略诸多作为一部电影的不合理 恐怕是我到了一事无成 对家庭愧疚的年纪了 太容易对这种反馈亲情的作品共情 那句 我的记忆里我妈妈就是中年妇女的样子 一出来直接给我整破防了 btw 贾玲的导演之路就止于此是最好的选择 毕竟这种老天爷给的题材不会有第二个了,2
"金靖那句话是对的  没有一个人能完整地从电影院里走出来    我已经很多年没有看哭了 我特喵刚在电影院里差点哭出驴叫   特别是那句  我宝  直接泪崩当场  安利 疯狂安利后劲有点大 特别是对于过年没有回家 然后跟老妈关系很好的小伙伴们 真的是太好哭了   ",2
了解了贾玲的过去效果更佳 泪点在于妈妈其实明知道这一切但是依然不改初心 依然以甘之如饴的态度迎向命运 从始至终都在陪伴和配合女儿 希望以后能有更多优秀女导演的作品 也希望男导演能明白搞笑并不总是和油腻与恶俗梗有关 ,2
在赢得大众上 质朴的情感永远是第一位的 创作者尊重自己才能赢得观众 赢的多少就看你与多少人契合 从电影层面 于己不满足价值观上的单一和情绪的过于满溢 但谁受得了母亲拿票又下车 还要夸的一点是演员表演好 张小斐好 大家都从小品出发 但离电影还是挺近的 陈赫沈腾特别适合九十年代复古风 ,2
没有刻意的笑点 没有刻意的煽情 淳朴自然 最后的反转锦上添花 我哭的一塌糊涂     好喜欢贾玲张小斐 我宝 ,2
有着穿越喜剧的传统路数 简单直接 前面90分钟的笑料堆叠 没想最后20分钟出乎意料的反转 升华了情感 强化了电影感 贾玲心路的自我投射 却有着天下儿女对亲情的共性诉求 一场爆笑动人的造梦之旅 无奈的是 她只能在电影的虚构时空里 去回报自己的母亲 贾玲用自己的痛告诉观众 每位妈妈都曾是一位少女 她们都拥有姓名 也有缤纷的梦想 然而生下孩子之后 她们的梦想都变成了 希望孩子健康快乐  所以珍惜眼前的时光 不要 子欲养而亲不待  80年代复古厂区风好评 贾晓玲的老爸大彩蛋 沈腾依旧最搞笑 小船那段笑喷了 ,2
